web-scraper-order,web-scraper-start-url,rooms_area_price_raw,price_raw,address_raw,description_raw,title_raw,area_raw,rooms_raw
"1726673552-33","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3.5 Zimmer","CHF 1’838.–","Riedhofstrasse 49, 8408 Winterthur","Ob ins Stadtzentrum von Winterthur oder auf die Autobahn Richtung Zürich/St. Gallen/Flughafen sind es nur wenige Minuten. Zudem befindet sich das Zentrum von Wülflingen unmittelbarer Nähe. Hier können Sie tägliche Besorgungen erledigen. Ebenso sind die Badi Wülflingen, Kindergarten und Schulhaus u in wenigen Gehminuten erreichbar. Die Wohnung bietet ihren neuen Bewohnern folgendes:- Helle Küche mit Geschirrspüler, Glaskeramik und Backofen- Badezimmer mit Badewanne und Tageslicht- Einbauschränke im Korridor- BalkonZu der Wohnung kann einen Einstellplatz für CHF 130.00 dazu gemietet werden.*Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.*","Ihr neues Zuhause an bester Lage","71m²","3.5 Zimmer"
"1726673552-34","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","1 Zimmer","CHF 1’440.–","Gutstrasse 13, 8400 Winterthur","Wir vermieten diese attraktiv gelegene Wohnung, welche ausserdem folgendes zu bieten hat: - Küche modern mit Glaskeramikherd und Granitabdeckung - Parkettboden im Wohnzimmer, Schlafzimmer und Korridor - Plattenboden in Küche und Bad- Genügend Stauraum dank Einbauschrank- Eigener Kellerabteil im Untergeschoss Das Objekt ist in der Nähe von diversen Einkaufsmöglichkeiten, öffentlichen Verkehrsmittel wie auch naturnah gelegen.(Die Fotos entsprechen dem Standard, kleine Abweichungen sind möglich.)","Wohnung mit Charme und Stadtnähe!","39m²","1 Zimmer"
"1726673552-35","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","1.5 Zimmer","CHF 3’310.–","Feldstrasse 16, 8400 Winterthur","Ihr neues Zuhause liegt im Veltheim-Quartier in der neuen Überbauung Zur Weinlese. Hier treffen Sie auf Grossstadt Flair, welches sich mit dörflicher Gelassenheit vereint hat. Sie profitieren von einer herausragenden Infrastruktur mit einem breiten Angebot und müssen dennoch nicht auf Ruhe und Rückzugsmöglichkeiten verzichten.Winterthur bietet vielfältige Einkaufsmöglichkeiten, Cafés und Restaurants sowie ein breites Sport und Kulturangebot. Die hübsche Altstadt ist in wenigen Minuten erreichbar und überzeugt mit einer ausgedehnten Fussgängerzone. In Ihrer Freizeit können Sie im Zürcher Weinland mit seinen Seen und Weinbergen beim Spazieren und Radfahren Ihre Seele baumeln lassen und sich entspannen.Es stehen Ihnen 131 m2 Wohnflächen zur individuellen Aufteilung in verschiedene Wohnbereiche mit entsprechender Möblierung zur Verfügung. Ein moderner Innenausbau gekonnt gepaart mit der Erhaltung der denkmalgeschützten Säulen. Eine grosszügige, offene Küche, mit modernen Küchengeräten.Ein Waschturm wurde platzsparend im Nasszellenbereich integriert.DetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.Anrufen. Besichtigen. Mieten.Haben Sie Lust, in einem Trendquartier zu wohnen? Dann freuen wir uns auf Ihre Kontaktaufnahme!Wohnungsbesichtigung mit Voranmeldung bei Frau Karin Koci unter der Telefonnummer 058 280 60 63Claudia Schärerclaudia.schaerer@helvetia.ch Telefon 058 280 86 81**Unterzeichnen Sie den Mietvertrag für diese Wohnung und wir schenken Ihnen zwei Netto-Monatsmieten. Sie bezahlen die ersten zwei Monate nur die Nebenkosten für Ihre Wohnung**.Als Mieter von Helvetia profitieren Sie von 40 % Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/immobilien!","Einzigartige Loftwohnung","131m²","1.5 Zimmer"
"1726673552-36","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","3.5 Zimmer","CHF 2’145.–","Büelrainstrasse 53, 8400 Winterthur","","Keine Besichtigungen mehr!","88m²","3.5 Zimmer"
"1726673552-37","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2.5 Zimmer","CHF 1’802.–","Sankt-Georgen-Strasse 28, 8400 Winterthur","","2.5-Zimmer Dachwohnung im Inneren Lind","58m²","2.5 Zimmer"
"1726673552-38","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","2.5 Zimmer","CHF 2’940.–","Lindstrasse 28, 8400 Winterthur","","2.5 Zimmerwohnung mit Terrasse","79m²","2.5 Zimmer"
"1726673552-39","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4.5 Zimmer","CHF 3’150.–","Obertor 35, 8400 Winterthur","","4.5- Zimmer Maisonette Altstadtwohnung","114m²","4.5 Zimmer"
"1726673552-40","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=4","4.5 Zimmer","CHF 2’660.–","Espenstrasse 84, 8408 Winterthur","","helle, sonnige 4.5-Zimmerwohnung","107m²","4.5 Zimmer"
"1726673557-41","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2.5 Zimmer","CHF 2’260.–","St. Gallerstrasse 84, 8400 Winterthur","An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","62m²","2.5 Zimmer"
"1726673557-42","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","1 Zimmer","CHF 812.–","Am Bach 64, 8400 Winterthur","Ab 16. Januar 2025 vermieten wir im Mattenbachquartier an zentraler und ruhiger Lage, eine 1-Zimmer-Wohnung im 1. Obergeschoss.Übersicht Wohnung • Küche mit Gusskochplatten • ein Badezimmer mit Badewanne • Wohnzimmer mit Parkett • separates Kellerabteil • Waschküche zur Mitbenützung (Termine flexibel über die Waschküchen-App buchbar) Die Wohnung wird unmöbliert vermietet.Umgebung • Einkaufsmöglichkeiten in Gehdistanz • Stadtzentrum mit dem Fahrrad schnell erreichbar • Bushaltestelle direkt vor dem Haus • Nahegelegener Autobahnanschluss Die Wohnung wird teilsaniert, dementsprechend werden alle Böden durch Parkett ersetzt und alle Wände/Decken/Türen neu gestrichen. Bei den Bildern handelt es sich um eine gleichwertige Wohnung.BesichtigungstermineÜberzeugen Sie sich am besten gleich vor Ort von dieser Wohnung. Die Besichtigungstermine finden an folgenden Daten statt:Montag, 16. September 2024 ab 18:30 Uhr bis 19:30 UhrDienstag, 17. September 2024 ab 18:30 Uhr bis 19:30 UhrDie jetzige Mieterin, Frau Santoleri / Fuchs, nimmt Sie gerne in Empfang. Ein Anmeldeformular erhalten Sie ebenfalls bei der Besichtigung vor Ort.Bei Fragen stehen wir Ihnen gern zur Verfügung und wünschen viel Freude bei der Besichtigung.","Wohnen im beliebten Mattenbachquartier!","31m²","1 Zimmer"
"1726673557-43","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2.5 Zimmer","CHF 1’814.–","Römerstr. 128, 8404 Winterthur","Im Dorfkern von Oberwinterthur vermieten wir diese schöne 2.5 Zimmer-Wohnung mit Sitzplatz. Profitieren Sie von folgenden Vorzügen:- Grosszügiger Grundriss- Schöne, helle Küche mit Glaskeramikherd und Geschirrspüler- Parkettboden im Korridor und Wohnzimmer- Schlafzimmer mit Marmoleum- Modernes Badezimmer mit Badewanne- Praktische Wandschränke im Korridor- Reduit- Kellerabteil- Sonniger Sitzplatz- Lift- Neue Spiel- und Grillplätze in der Siedlung- Ruhige, kinderfreundliche Lage, gepflegte Umgebung- Nähe Einkaufsmöglichkeiten, Schulen und Kindergarten- Gute Verkehrsanbindung(Die Fotos entsprechen dem Standard)","""Oberi"" die beliebte Wohngegend ""Mieten ohne Kaution""","80m²","2.5 Zimmer"
"1726673557-44","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2.5 Zimmer","CHF 1’700.–","Sulzerallee 53, 8404 Winterthur","Sind Sie auf der Suche nach einem neuen, modernen Zuhause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.- Wohnbereich mit offener Küche- Moderne Küchengeräte- Dusche/WC mit Waschturm- Loggias- Einkaufsmöglichkeiten in unmittelbarer Nähe- Bahnhof und Bushaltestelle in der Nähe- In wenigen Minuten am HB-Winterthur und in der AltstadtLassen Sie sich vom hochwertigen Ausbaustandard überzeugen und vereinbaren Sie noch heute einen individuellen Besichtigungstermin.Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chWir freuen uns auf Ihre Kontaktaufnahme.","ROY- Klein aber oho!","58m²","2.5 Zimmer"
"1726673557-45","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","5.5 Zimmer","CHF 2’650.–","Weizackerstr. 25, 8405 Winterthur","Wir vermieten ab den 16.08.2024 diese tolle Maisonettewohnung für die ganze Familie!2. Obergeschoss**************- 4 Schlafräume- Parkett in allen Zimmern- Bad mit Badewanne, WC- Gäste-Toilette mit separater Dusche, WC- Waschmaschine / Trockner in der WohnungDachgeschoss***********- Eingangsbereich- Einladender Wohnbereich mit Natursteinboden- Offene Küche mit Geschirrspüler- Angrenzender Essbereich- Terrasse mit 25 m²- Lift vorhanden- KellerabteilEinen Einstellplatz für 120 CHF dazu gemietet werden!Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular. Sie erhalten anschliessend eine automatische Nachricht mit den erwähnten Informationen. Wir freuen uns auf Ihre Kontaktaufnahme!","Einfach ein Traum  / MIETEN OHNE KAUTION!","116m²","5.5 Zimmer"
"1726673557-46","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2.5 Zimmer","CHF 1’590.–","Pfaffenwiesenstr. 50, 8404 Winterthur","Im Wallrüti-Quartier wird diese schöne 2.5 Dachwohnung frei.- Ganze Wohnung Parkett- Küche mit Geschirrspüler- Helles Badezimmermit Badewanne- Balkon- Grosser Estrich- Ruhige Lage- Schwimmbad und Einkauf in nächster Nähe- 3 Gehminuten zum Bahnhof Wallrüti (S-Bahn-Anschluss)- Gute Bus-Verbindung zum Hauptbahnhof und in die Stadt","Grosszügige Dachwohnung!""Mieten ohne Kaution""","67m²","2.5 Zimmer"
"1726673557-47","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4.5 Zimmer","CHF 2’430.–","Solarstrasse 7, 8404 Winterthur","Die hochwertig ausgebaute Mietwohnung wurde erst per November 2021 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Das Objekt bietet Ihnen nebst dem ansprechenden Grundriss folgenden Ausbaustandard:- Hohe Räume mit Anhydritboden- Geräumige Zimmer - Offene Küche- Badezimmer/WC- Eigener Waschturm- Balkon- Eigenes Kellerabteil- Nachhaltige Bauweise- Begrünter Innenhof Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen. Bei Bedarf und Verfügbarkeit kann ein Einstellplatz für CHF 150.00 pro Monat dazu gemietet werden.Öffentliche Verkehrsmittel stehen Ihnen vielzählig zur Verfügung und bringen Sie innert kurzer Zeit nach Winterthur, von wo aus Sie Verbindungen in alle Richtungen haben.Zudem finden Sie eine Grosszahl an Einkaufsmöglichkeiten und Dienstleistern für den täglichen Bedarf in der näheren Umgebung.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.","Moderne Wohnung in Winterthur","100m²","4.5 Zimmer"
"1726673557-48","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4.5 Zimmer","CHF 3’145.–","Magazingasse 4, 8400 Winterthur","Die LageIhr neues Zuhause liegt im Veltheim-Quartier in der neuen Überbauung Zur Weinlese. Hier treffen Sie auf Grossstadt-Flair, welches sich mit dörflicher Gelassenheit vereint hat. Sie profitieren von einer herausragenden Infrastruktur mit einem breiten Angebot und müssen dennoch nicht auf Ruhe und Rückzugsmöglichkeiten verzichten. Winterthur bietet vielfältige Einkaufsmöglichkeiten, Cafés und Restaurants sowie ein breites Sport- und Kulturangebot. Die hübsche Altstadt ist in wenigen Minuten erreichbar und überzeugt mit einer ausgedehnten Fussgängerzone. In Ihrer Freizeit können Sie im Zürcher Weinland mit seinen Seen und Weinbergen beim Spazieren und Radfahren Ihre Seele baumeln lassen und sich entspannen.Ein Rundgang durch die WohnungDank des durchdachten Grundrisses, können Sie sich auf den insgesamt ca. 106.00 m2 Wohnfläche individuell einrichten und persönliche Rückzugsmöglichkeiten schaffen. Die Anhydrit- und die Parkett-Bodenbeläge sorgen für eine luftige Atmosphäre. Weitere Highlights sind die moderne Küche und das grosszügige Wohn-/Esszimmer. Auf dem Balkonen können Sie Ihren Feierabend geniessen und sich vom Alltagsstress erholen. Weitere Merkmale dieser Wohnung sind:- moderne Küche- grosszügiges Wohn-/Esszimmer- Zimmer- Balkon- Dusche/WC- Grosszügiges Entree mit Garderobe/Wandschrank- Waschmaschine/Tumbler in der Wohnung- Lift Anrufen. Besichtigen. Mieten.Haben Sie Lust, in einem Trendquartier zu wohnen? Dann freuen wir uns auf Ihre Kontaktaufnahme!Die Wohnung kann ohne Voranmeldung wie folgt besichtigt werden:Freitag, 20. September 2024, 17.30 - 18.30 Uhr Keine Voranmeldung nötig, Klingeln Sie bitte bei Turcati/JugovicClaudia Schärerclaudia.schaerer@helvetia.ch058 280 86 81Als Mieter von Helvetia profitieren Sie von 40 % Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte! Bei den publizierten Bildern handelt es sich um typenähnliche/typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete","Stadtnahes Wohnen","106m²","4.5 Zimmer"
"1726673557-49","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3.5 Zimmer","CHF 1’685.–","Heiniweg 10, 8404 Winterthur","In Oberwinterthur, im schönen Wallrüti-Quartier, vermieten wir diese 3.5 Zimmerwohnung, profitieren Sie von folgenden Vorzügen:- Wohnbereich Parkett, Badezimmer Platten - Moderne Wohnküche mit GS, GK, Fenster und Balkon- Helles Badezimmer mit Badewanne- Praktisches Reduit- Kellerabteil- Grosszügiger Balkon- Kinderfreundliche Lage- Gute Einkaufsmöglichkeiten- Nähe Bahnhof 'Wallrüti'Mieten ohne Kaution = kein blockiertes GeldBilder zeigen den Standart.","Einfach Zuhause fühlen! ""Mieten ohne Kaution""","76m²","3.5 Zimmer"
"1726673557-50","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2 Zimmer","CHF 2’855.–","Büelrainstrasse 13, 8400 Winterthur","Suchen Sie eine besondere, naturverbundene und zentral gelegene Wohngelegenheit? Dieses charmante und komfortable 2-Zimmer Einfamilienhaus könnte per 1. Dezember 2024 Ihr neues Zuhause sein!Das historisch wertvolle und denkmalgeschützte Haus wurde im Jahr 2014 umfassend und aufwändig renoviert. Highlights des Hauses: • Gemütliches Wohnzimmer mit Chemineé für behagliche Abende • Einbauküche mit Glaskeramikkochherd und Geschirrspüler ideal für Hobbyköche • Badezimmer mit Badewanne zum Entspannen • Praktischer Waschturm direkt im Badezimmer • Grosser Dachboden bietet zusätzlichen Stauraum und Gestaltungsmöglichkeiten Natur und Stadt in greifbarer Nähe und nur 5 Gehminuten bis in die Stadtmitte. Alle Annehmlichkeiten des Stadtlebens und die Ruhe der Natur in unmittelbarer Umgebung.Dieses Mietobjekt ist ein echtes Bijou, das Ihnen sowohl Ruhe als auch eine ideale Anbindung bietet! Überzeugen Sie sich am besten gleich vor Ort von dieser einmaligen Möglichkeit.Der Besichtigungstermin (ohne Voranmeldung) findet wie folgt statt: Montag, 30. September 2024 ab 16.30 Uhr bis 17.00 Uhr Frau Wirth nimmt Sie gerne in Empfang. Ein Anmeldeformular erhalten Sie ebenfalls bei der Besichtigung vor Ort.Wir freuen uns, Ihnen dieses besondere Haus vorstellen zu dürfen!","Wohnen im Denkmal: Kleines Einfamilienhaus im Grünen","58m²","2 Zimmer"
"1726673557-51","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4.5 Zimmer","CHF 2’825.–","Seuzacherstr. 9b, 8400 Winterthur","Zentral gelegen und dennoch schnell im Grünen – Ihr neues Zuhause direkt über dem Einkaufszentrum Rosenberg!- Gesamte Wohnung mit Parkett bzw- Plattenboden in den Bädern- Stilvolle Küche mit Geschirrspüler, Backofen und sehr viel Platz- Bad mit Badewanne sowie eine zusätzliche Gäste-Toilette mit Dusche- Waschmaschine / Tumbler in der Wohnung- Grosse Loggia/ Balkon mit viel Sonne und toller Weitsicht- Reduit- Sie kommen in den Genuss des renomierten James Concierge Service- Einstellplätze können für CHF 140.- im Monat dazugemietet werden.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Bewerbung!","Moderne und grosszügie Wohnung sucht neuen Mieter!","117m²","4.5 Zimmer"
"1726673557-52","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","1.5 Zimmer","CHF 3’930.–","Feldstrasse 16, 8400 Winterthur","Ihr neues Zuhause liegt im Veltheim-Quartier in der neuen Überbauung Zur Weinlese. Hier treffen Sie auf Grossstadt Flair, welches sich mit dörflicher Gelassenheit vereint hat. Sie profitieren von einer herausragenden Infrastruktur mit einem breiten Angebot und müssen dennoch nicht auf Ruhe und Rückzugsmöglichkeiten verzichten.Winterthur bietet vielfältige Einkaufsmöglichkeiten, Cafés und Restaurants sowie ein breites Sport- und Kulturangebot. Die hübsche Altstadt ist in wenigen Minuten erreichbar und überzeugt mit einer ausgedehnten Fussgängerzone. In Ihrer Freizeit können Sie im Zürcher Weinland mit seinen Seen und Weinbergen beim Spazieren und Radfahren Ihre Seele baumeln lassen und sich entspannen.Es stehen Ihnen 159 m2 Wohnflächen zur individuellen Aufteilung in verschiedene Wohnbereiche zur Verfügung.Eine grosszügige, offene Küche, mit modernen Küchengeräten.Ein Waschturm wurde platzsparend im Einbauschrank integriert.Räumlichkeiten, welche für Individualisten und Geniesser genau das Richtige sind.Lift im Haus vorhanden, Zugang direkt in die Wohnung. Die Loftwohnung hat keine Aussenräumlichkeiten.Ein Tiefgaragenplatz (CHF 160.00 p/m) vorhanden.Anrufen. Besichtigen. Mieten.Haben Sie Lust, in einem Trendquartier zu wohnen? Dann freuen wir uns auf Ihre Kontaktaufnahme!Für einen Besichtigungstermin wenden Sie sich bitte an unseren Hauswartin, Frau Koci , 058 280 60 63Claudia Schärerclaudia.schaerer@helvetia.ch Telefon 058 280 86 81**Unterzeichnen Sie den Mietvertrag für diese Wohnung und wir schenken Ihnen zwei Netto-Monatsmieten. Sie bezahlen die ersten zwei Monate nur die Nebenkosten für Ihre Wohnung**.Als Mieter von Helvetia profitieren Sie von 40 % Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/immobilien!","Trendige Loftwohnung in Winterthur mieten","159m²","1.5 Zimmer"
"1726673557-53","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3 Zimmer","CHF 1’560.–","Holzlegistrasse 26, 8408 Winterthur","Ob ins Stadtzentrum von Winterthur oder auf die Autobahn Richtung Zürich/St. Gallen/Flughafen sind es nur wenige Minuten. Zudem befindet sich das Zentrum von Wülflingen unmittelbarer Nähe. Hier können Sie tägliche Besorgen erledigen. Ebenso sind die Badi Wülflingen, Kindergarten, Schulhaus und Uni in wenigen Gehminuten erreichbar. Die Wohnung bietet ihren neuen Bewohnern folgendes:- Helle Küche mit Geschirrspüler, Glaskeramik und Backofen- Badezimmer mit Badewanne und Tageslicht- Wohnzimmer mit Parkettboden, Schlafzimmer mit Laminatboden- Einbauschränke im Korridor- Balkon*Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.*","Schöne Wohnung mit idealer Verkehrsanbindungen","62m²","3 Zimmer"
"1726673557-54","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","2.5 Zimmer","CHF 1’950.–","Schönholzweg 41, 8409 Winterthur","","Mehrgenerationswohnen mit Siedlungsassistenz, Fitnessstudio und vielem mehr","61m²","2.5 Zimmer"
"1726673557-55","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3.5 Zimmer","CHF 3’200.–","Ernst-Jung-Gasse 18, 8400 Winterthur","","Wunderschöne Wohnung im Tender!","87m²","3.5 Zimmer"
"1726673557-56","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3.5 Zimmer","CHF 2’537.–","Espenstrasse 90, 8408 Winterthur","","komfortable, helle 3.5-Zimmerwohnung","114m²","3.5 Zimmer"
"1726673557-57","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","4.5 Zimmer","CHF 3’990.–","Gütlitobelweg 10, 8400 Winterthur","","grosse und helle Parterrewohnung","154m²","4.5 Zimmer"
"1726673557-58","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3.5 Zimmer","CHF 2’640.–","Julie-Bikle-Str. 23, 8406 Winterthur","","Hell - modern - ruhig","91m²","3.5 Zimmer"
"1726673557-59","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","3 Zimmer","CHF 1’850.–","Sonnenblickstr. 10, 8404 Winterthur","Die moderne und helle Wohnung befindet sich in einem lebendigen Stadtquartier mit Einkaufsmöglichkeiten in unmittelbarer Nähe. Sie ist ideal für Einzelpersonen, die eine optimale Anbindung an den öffentlichen Verkehr zu schätzen wissen. Der Bahnhof Wallrüti Winterthur ist nur fünf Gehminuten entfernt.Für Ihre Wohnqualität:- Moderne Küche mit Backofen, Glaskeramikherd und Geschirrspüler- Wohnraum und Schlafzimmer mit Parkettboden- Badezimmer mit Dusche/WC und Fenster- Keller für mehr Stauraum- Attraktive RaumtrennungZusätzlich auf Wunsch: Garagenbox für CHF 150.-/MonatInteressiert? Dann lohnt sich eine Besichtigung!","Suchen Sie Ihre neue Wohnung in Winterthur?","73m²","3 Zimmer"
"1726673557-60","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=3","1.5 Zimmer","CHF 1’440.–","Zürcherstrasse 143, 8406 Winterthur","Das gepflegte Mehrfamilienhaus steht im Stadtteil Töss und ist in der Nähe des Stadtzentrums Winterthur. Der Bahnhof ist in wenigen Gehminuten erreichbar, diverse Bushaltestellen befinden sich in kurzer Distanz von der Liegenschaft entfernt. Mit den öffentlichen Verkehrsmitteln erreichen Sie in unter 10 Minuten das Stadtzentrum von Winterthur.Bei den Bildern handelt es sich um eine typenähnliche Wohnung in der gleichen Überbauung.Highlights: • Gut durchdachter Grundriss • Moderne Küche mit viel Stauraum • Lichtdurchfluteter Wohn-/Essbereich • Bad mit Dusche, WC, Lavabo und eigenem Waschturm • Grosser Sitzplatz im ruhigen Innenhof • Zentrale Lage Sammelbesichtigungstermin:Donnerstag, 12.09.2024 um 11.30 UhrFür einen Besichtigungstermin oder weitere Informationen zur Wohnung kontaktieren Sie uns bitte via Kontaktformular. Vielen Dank.Weitere spannende Wohnungen finden Sie auf unserer Homepage: www.goldinger.ch","1.5 Zimmerwohnung in Winterthur","37m²","1.5 Zimmer"
"1726673561-61","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2.5 Zimmer","CHF 1’716.–","Hofmannstr. 7, 8405 Winterthur","- gepflegte Liegenschaft- im Grünen- Wohnbereich Parkett- Zimmer Textilbodenbelag- offene Küche mit Essbereich- Bad/WC- Einbauschrank- Galerie (27 m2)- Balkon- im 1.OG, kein Lift- Keller-/Estrichabteil- Haustierhaltung auf Anfrage Einstellplätze à Fr. 120.--/mtl. vorhanden(Die Bilder entsprechen dem Standard und können vom Original abweichen)","Grosszügige 2.5-Zimmer-Wohnung in Winterthur","98m²","2.5 Zimmer"
"1726673561-62","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 2’340.–","Else-Züblin-Strasse 97, 8404 Winterthur","In dieser, im Jahr 2007 erstellten, ersten Null-Energie Wohnüberbauung der Schweiz vermieten wir eine moderne 4.5-Zimmer-Wohnungen mit Balkon im 4. OG.Alle Wohnräume sind mit schönem Eichenparkett ausgelegt. Die offene Küche mit grauen Steinplatten verfügt über einen Geschirrspüler und Glaskeramikherd. Zwei Badezimmer mit Badewanne und WC und separater Dusche und WC. Der grosszügige Wohn- und Essbereich lädt zum Verweilen ein. Zusätzlichen Stauraum bietet das praktische Reduit mit eigener Waschmaschine/Tumbler.Einstellhallenplätze können in der hauseigenen Tiefgarage dazu gemietet werden.**Diese Bilder zeigen ein Referenzobjekt**","Moderne 4.5-Zimmer-Wohnung im Eulachhof","106m²","4.5 Zimmer"
